Instrument,Company,CurrencyCode,ISIN,MinTradedQty,MarketName,MarketH
CRSP,Crispr Therapeutics AG,USD,CH0334081137,0.01,NASDAQ,1:30 pm to 8:00 pm
CRSR,"Corsair Gaming, Inc.",USD,US22041X1028,1,NASDAQ,1:30 pm to 8:00 pm
CRST,Crest Nicholson Holdings plc,GBX,GB00B8VZXT93,0.1,London Stock Exchange,7:01 am to 3:30 pm
CRT,Cross Timbers Royalty Trust,USD,US22757R1095,0.1,NYSE,1:30 pm to 8:00 pm
CRTO,Criteo Sa - ADR,USD,US2267181046,1,NON-ISA NASDAQ,1:30 pm to 8:00 pm
CRTX,"Cortexyme, Inc.",USD,US22053A1079,1,NASDAQ,1:30 pm to 8:00 pm
CRUS,"Cirrus Logic, Inc.",USD,US1727551004,0.01,NASDAQ,1:30 pm to 8:00 pm
CRVL,CorVel Corporation,USD,US2210061097,1,NASDAQ,1:30 pm to 8:00 pm
CRW,Craneware plc,GBX,GB00B2425G68,0.01,LSE AIM,7:00 am to 3:45 pm
CRWD,"CrowdStrike, Inc.",USD,US22788C1053,0.01,NASDAQ,1:30 pm to 8:00 pm
CS,AXA SA,EUR,FR0000120628,0.01,Euronext Paris,7:00 am to 3:30 pm
CS1,Amundi ETF MSCI Spain ETF,GBX,FR0010655746,0.01,London Stock Exchange,7:01 am to 3:30 pm
CSCO,Cisco Systems,USD,US17275R1023,0.01,NASDAQ,1:30 pm to 8:00 pm
CSGN,Credit Suisse Group AG,CHF,CH0012138530,0.1,SIX Swiss,7:00 am to 3:30 pm
CSGP,CoStar Group,USD,US22160N1090,1,NASDAQ,1:30 pm to 8:00 pm
CSGS,"CSG Systems International, Inc.",USD,US1263491094,2,NASDAQ,1:30 pm to 8:00 pm
CSH,Civitas Social Housing PLC,GBX,GB00BD8HBD32,1,London Stock Exchange,7:01 am to 3:30 pm
CSII,"Cardiovascular Systems, Inc.",USD,US1416191062,1,NASDAQ,1:30 pm to 8:00 pm
CSIQ,Canadian Solar Inc,USD,CA1366351098,0.01,NASDAQ,1:30 pm to 8:00 pm
CSL,"Carlisle Cos, Inc.",USD,US1423391002,1,NYSE,1:30 pm to 8:00 pm
CSN,Chesnara PLC,GBX,GB00B00FPT80,0.3,London Stock Exchange,7:01 am to 3:30 pm
CSOD,"Cornerstone OnDemand, Inc.",USD,US21925Y1038,0.01,NASDAQ,1:30 pm to 8:00 pm
CSP,Countryside Properties PLC,GBX,GB00BYPHNG03,0.1,London Stock Exchange,7:01 am to 3:30 pm
CSP1,iShares Core S&P 500 UCITS ETF USD (Acc),GBX,IE00B5BMR087,0.01,London Stock Exchange,7:01 am to 3:30 pm
CSPR,"Casper Sleep, Inc.",USD,US1476261052,0.01,NYSE,1:30 pm to 8:00 pm
CSPX,iShares Core S&P 500 UCITS ETF USD Accumulating,USD,IE00B5BMR087,0.001,London Stock Exchange,7:01 am to 3:30 pm
CSRT,Consort Medical PLC,GBX,GB0000946276,2,London Stock Exchange,7:01 am to 3:30 pm
CSTL,"Castle Biosciences, Inc.",USD,US14843C1053,1,NASDAQ,1:30 pm to 8:00 pm
CSX,CSX Corporation,USD,US1264081035,0.01,NASDAQ,1:30 pm to 8:00 pm
CTAS,Cintas Corp.,USD,US1729081059,0.001,NASDAQ,1:30 pm to 8:00 pm
CTEC,ConvaTec Group PLC,GBX,GB00BD3VFW73,0.1,London Stock Exchange,7:01 am to 3:30 pm
CTG,"Computer Task Group, Inc.",USD,US2054771025,1,NASDAQ,1:30 pm to 8:00 pm
CTH,Caretech Holdings PLC,GBX,GB00B0KWHQ09,0.1,LSE AIM,7:01 am to 3:30 pm
CTMX,"CytomX Therapeutics, Inc.",USD,US23284F1057,1,NASDAQ,1:30 pm to 8:00 pm
CTRE,"CareTrust REIT, Inc.",USD,US14174T1079,0.01,NASDAQ,1:30 pm to 8:00 pm
CTS,CTS Corporation,USD,US1265011056,2,NYSE,1:30 pm to 8:00 pm
CTSH,Cognizant Technology Sol.,USD,US1924461023,0.01,NASDAQ,1:30 pm to 8:00 pm
CTST,CannTrust Holdings Inc,USD,CA1378002077,1,NYSE,1:30 pm to 8:00 pm
CTVA,Corteva Inc,USD,US22052L1044,2,NYSE,1:30 pm to 8:00 pm
CTXS,Citrix Systems,USD,US1773761002,0.001,NASDAQ,1:30 pm to 8:00 pm
CTY,City Of London Investment  Trust PLC,GBX,GB0001990497,0.1,London Stock Exchange,7:01 am to 3:30 pm
CU5,Amundi ETF MSCI Europe Utilities UCITS ETF EUR,GBX,FR0010688234,0.001,London Stock Exchange,7:01 am to 3:30 pm
CUB,Cubic Corporation,USD,US2296691064,1,NYSE,1:30 pm to 8:00 pm
CUBE,CubeSmart,USD,US2296631094,1,NYSE,1:30 pm to 8:00 pm
CUE,"Cue Biopharma, Inc.",USD,US22978P1066,1,NASDAQ,1:30 pm to 8:00 pm
CUKX,iShares FTSE 100 ETF GBP Acc,GBX,IE00B53HP851,0.01,London Stock Exchange,7:01 am to 3:30 pm
CUTR,"Cutera, Inc.",USD,US2321091082,0.05,NASDAQ,1:30 pm to 8:00 pm
CUZ,"Cousins Properties, Inc.",USD,US2227955026,1,NYSE,1:30 pm to 8:00 pm
CVA,Covanta Holding Corporation,USD,US22282E1029,1,NYSE,1:30 pm to 8:00 pm
CVAC,CureVac NV,USD,NL0015436031,0.01,NASDAQ,1:30 pm to 8:00 pm
CVBF,CVB Financial Corporation,USD,US1266001056,1,NASDAQ,1:30 pm to 8:00 pm
CVET,"Covetrus, Inc.",USD,US22304C1009,1,NASDAQ,1:30 pm to 8:00 pm
CVGW,"Calavo Growers, Inc.",USD,US1282461052,1,NASDAQ,1:30 pm to 8:00 pm
CVI,"CVR Energy, Inc.",USD,US12662P1084,1,NYSE,1:30 pm to 8:00 pm
CVLT,"Commvault Systems, Inc.",USD,US2041661024,2,NASDAQ,1:30 pm to 8:00 pm
CVNA,Carvana Co.,USD,US1468691027,0.001,NYSE,1:30 pm to 8:00 pm
CVS,CVS Health Corporation,USD,US1266501006,0.01,NYSE,1:30 pm to 8:00 pm
CVSG,CVS Group plc,GBX,GB00B2863827,0.01,LSE AIM,7:01 am to 3:30 pm
CVX,Chevron Corporation,USD,US1667641005,0.01,NYSE,1:30 pm to 8:00 pm
CW,Curtiss-Wright Corporation,USD,US2315611010,1,NYSE,1:30 pm to 8:00 pm
CWC,Cewe Stiftung & Co KGAA,EUR,DE0005403901,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
CWCO,Consolidated Water Company Ltd.,USD,KYG237731073,0.01,NASDAQ,1:30 pm to 8:00 pm
CWD,Countrywide PLC,GBX,GB00BK5V9445,1,London Stock Exchange,7:01 am to 3:30 pm
CWH,"Camping World Holdings, Inc.",USD,US13462K1097,0.01,NYSE,1:30 pm to 8:00 pm
CWK,Cranswick PLC,GBX,GB0002318888,0.01,London Stock Exchange,7:01 am to 3:30 pm
CWR,Ceres Power Holdings PLC,GBX,GB00BG5KQW09,0.1,LSE AIM,7:01 am to 3:30 pm
CXO,Concho Resources Inc.,USD,US20605P1012,1,NYSE,1:30 pm to 8:00 pm
CXW,"CoreCivic, Inc.",USD,US21871N1019,0.1,NYSE,1:30 pm to 8:00 pm
CYBE,CyberOptics Corporation,USD,US2325171021,1,NASDAQ,1:30 pm to 8:00 pm
CYBR,Cyberark Software Ltd.,USD,IL0011334468,0.01,NASDAQ,1:30 pm to 8:00 pm
CYR,Cyan AG,EUR,DE000A2E4SV8,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
CYRX,"Cryoport, Inc.",USD,US2290503075,0.01,NASDAQ,1:30 pm to 8:00 pm
CYTK,"Cytokinetics, Inc.",USD,US23282W6057,1,NASDAQ,1:30 pm to 8:00 pm
CZR,Caesars Entertainment Corp.,USD,US12769G1004,0.01,NASDAQ,1:30 pm to 8:00 pm
CZZ,Cosan Ltd,USD,BMG253431073,2,NYSE,1:30 pm to 8:00 pm
D,"Dominion Energy, Inc.",USD,US25746U1097,0.01,NYSE,1:30 pm to 8:00 pm
D5BI,Xtrackers MSCI Mexico UCITS ETF 1C,EUR,LU0476289466,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
D5BK,Xtrackers FTSE Developed Europe Real Estate UCITS ETF 1C,EUR,LU0489337690,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
D5BM,Xtrackers S&P 500 Swap UCITS ETF 1C,EUR,LU0490618542,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
D7G,"Nel, ASA",EUR,NO0010081235,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
DADA,Dada Nexus Limited,USD,US23344D1081,0.01,NON-ISA NASDAQ,1:30 pm to 8:00 pm
DAI,Mercedes-Benz,EUR,DE0007100000,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
DAKT,"Daktronics, Inc.",USD,US2342641097,1,NASDAQ,1:30 pm to 8:00 pm
DAL,"Delta Air Lines, Inc.",USD,US2473617023,0.01,NYSE,1:30 pm to 8:00 pm
DAN,Dana Inc.,USD,US2358252052,0.1,NYSE,1:30 pm to 8:00 pm
DAR,Darling Ingredients Inc,USD,US2372661015,1,NYSE,1:30 pm to 8:00 pm
DAVA,Endava Ltd.,USD,US29260V1052,0.01,NON-ISA NYSE,1:30 pm to 8:00 pm
DB1,Deutsche Boerse AG,EUR,DE0005810055,0.001,Deutsche Börse Xetra,7:00 am to 3:30 pm
DBAN,Deutsche Beteiligungs AG,EUR,DE000A1TNUT7,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
DBK,Deutsche Bank AG,EUR,DE0005140008,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
DBPD,Xtrackers ShortDAX x2 Daily Swap UCITS ETF,EUR,LU0411075020,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
DBPG,Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF,EUR,LU0411078552,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
DBPK,Xtrackers S&P 500 2x Inverse Daily Swap UCITS ETF 1C,EUR,LU0411078636,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
DBVT,DBV TECHNOLOGIES SA-SPON ADR,USD,US23306J1016,1,NASDAQ,1:30 pm to 8:00 pm
DBX,Dropbox Inc,USD,US26210C1045,0.01,NASDAQ,1:30 pm to 8:00 pm
DBX3,Xtrackers MSCI EM Latin America Swap UCITS ETF 1C,EUR,LU0292108619,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
DBX6,Xtrackers MSCI Brazil UCITS ETF 1C,EUR,LU0292109344,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
DBX9,db Xtrackers FTSE China 50 DR,EUR,LU0292109856,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
DBXD,db Xtrackers DAX DR 1C ETF,EUR,LU0274211480,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
DBXE,db Xtrackers EURO STOXX 50 DR,EUR,LU0274211217,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
DBXG,Xtrackers II Eurozone Government Bond 25+ UCITS ETF 1C,EUR,LU0290357846,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
DBXS,Xtrackers Switzerland UCITS ETF 1D,EUR,LU0274221281,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
DBXT,Xtrackers II EUR Overnight Rate Swap UCITS ETF 1C,EUR,LU0290358497,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
DC.,Dixons Carphone PLC,GBX,GB00B4Y7R145,1,London Stock Exchange,7:01 am to 3:30 pm
DCC,DCC PLC,GBX,IE0002424939,0.01,London Stock Exchange,7:01 am to 3:30 pm
DCP,DCP Midstream LP,USD,US23311P1003,1,NYSE,1:30 pm to 8:00 pm
DCPH,"Deciphera Pharmaceuticals, Inc.",USD,US24344T1016,1,NASDAQ,1:30 pm to 8:00 pm
DCT,"Duck Creek Technologies, Inc.",USD,US2641201064,1,NASDAQ,1:30 pm to 8:00 pm
DCTA,Directa Plus plc,GBX,GB00BSM98843,10,LSE AIM,7:01 am to 3:30 pm
DD,"DuPont de Nemours, Inc",USD,US26614N1028,0.01,NYSE,1:30 pm to 8:00 pm
DDD,3D Systems Corporation,USD,US88554D2053,0.2,NYSE,1:30 pm to 8:00 pm
DDI,"DoubleDown Interactive Co., Ltd. - ADR",USD,US25862B1098,1,NASDAQ,1:30 pm to 8:00 pm
DDOG,"Datadog, Inc.",USD,US23804L1035,0.01,NASDAQ,1:30 pm to 8:00 pm
DDS,Dillard's Inc. - Class A,USD,US2540671011,1,NYSE,1:30 pm to 8:00 pm
DE,Deere & Co.,USD,US2441991054,0.01,NYSE,1:30 pm to 8:00 pm
DEA,"Easterly Government Properties, Inc.",USD,US27616P1030,1,NYSE,1:30 pm to 8:00 pm
DEI,"Douglas Emmett, Inc.",USD,US25960P1093,1,NYSE,1:30 pm to 8:00 pm
DEL2,ETFS DAX Daily 2x Long GO UCITS ETF,EUR,IE00B4QNHH68,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
DELL,"Dell Technologies, Inc.",USD,US24703L2025,0.01,NYSE,1:30 pm to 8:00 pm
DENN,Denny's Corporation,USD,US24869P1049,0.1,NASDAQ,1:30 pm to 8:00 pm
DEO,Diageo plc ADR,USD,US25243Q2057,1,NYSE,1:30 pm to 8:00 pm
DEQ,Deutsche EuroShop AG,EUR,DE0007480204,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
DES2,L&G DAX Daily 2x Short UCITS ETF,EUR,IE00B4QNHZ41,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
DESP,"Despegar.com, Corp.",USD,VGG273581030,1,NYSE,1:30 pm to 8:00 pm
DEZ,Deutz AG,EUR,DE0006305006,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
DFEA,WisdomTree Europe SmallCap Dividend UCITS ETF,EUR,IE00BDF16114,1,London Stock Exchange,7:01 am to 3:30 pm
DFEP,WisdomTree Europe SmallCap Dividend UCITS ETF,GBX,IE00BDF16114,1,London Stock Exchange,7:01 am to 3:30 pm
DFFN,"Diffusion Pharmaceuticals, Inc.",USD,US2537483057,0.1,NASDAQ,1:30 pm to 8:00 pm
DFS,Discover Financial Services,USD,US2547091080,0.01,NYSE,1:30 pm to 8:00 pm
DFS,DFS Furniture PLC,GBX,GB00BTC0LB89,0.1,London Stock Exchange,7:01 am to 3:30 pm
DG,Vinci SA,EUR,FR0000125486,0.001,Euronext Paris,7:00 am to 3:30 pm
DG,Dollar General,USD,US2566771059,0.001,NYSE,1:30 pm to 8:00 pm
DGAZ,Velocity 3x Inverse Natural Gas,USD,US22542D2826,2,NYSE,1:30 pm to 8:00 pm
DGE,Diageo PLC,GBX,GB0002374006,0.01,London Stock Exchange,7:01 am to 3:30 pm
DGII,Digi International Inc.,USD,US2537981027,2,NASDAQ,1:30 pm to 8:00 pm
DGIT,iShares Digitalisation UCITS ETF - Acc,GBX,IE00BYZK4883,0.1,London Stock Exchange,7:01 am to 3:30 pm
DGTL,iShares Digitalisation UCITS ETF - Acc,USD,IE00BYZK4883,0.1,London Stock Exchange,7:01 am to 3:30 pm
DGX,Quest Diagnostics,USD,US74834L1008,2,NYSE,1:30 pm to 8:00 pm
DH2O,iShares Global Water USD UCITS ETF USD Distributing,USD,IE00B1TXK627,0.01,London Stock Exchange,7:01 am to 3:30 pm
DHER,Delivery Hero AG,EUR,DE000A2E4K43,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
DHI,D. R. Horton,USD,US23331A1097,0.01,NYSE,1:30 pm to 8:00 pm
DHR,Danaher Corporation,USD,US2358511028,0.001,NYSE,1:30 pm to 8:00 pm
DHT,DHT Holdings Inc.,USD,MHY2065G1219,0.1,NYSE,1:30 pm to 8:00 pm
DIA,Dialight PLC,GBX,GB0033057794,3,London Stock Exchange,7:01 am to 3:30 pm
DIC,DIC Asset AG,EUR,DE000A1X3XX4,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
DIGS,GCP Student Living PLC,GBX,GB00B8460Z43,0.1,London Stock Exchange,7:01 am to 3:30 pm
DIOD,Diodes Incorporated,USD,US2545431015,2,NASDAQ,1:30 pm to 8:00 pm
DIS,The Walt Disney Co.,USD,US2546871060,0.001,NYSE,1:30 pm to 8:00 pm
DISCA,Discovery Com Class A,USD,US25470F1049,0.01,NASDAQ,1:30 pm to 8:00 pm
DISCK,Discovery Com Class C,USD,US25470F3029,2,NASDAQ,1:30 pm to 8:00 pm
DISH,Dish Network Corp Class A,USD,US25470M1099,2,NASDAQ,1:30 pm to 8:00 pm
DIVI,Diverse Income Trust PLC/ The,GBX,GB00B65TLW28,1,London Stock Exchange,7:01 am to 3:30 pm
DJCO,Daily Journal Corporation,USD,US2339121046,1,NASDAQ,1:30 pm to 8:00 pm
DKNG,DraftKings Inc.,USD,US26142R1041,0.01,NASDAQ,1:30 pm to 8:00 pm
DKS,"Dick's Sporting Goods, Inc.",USD,US2533931026,0.02,NYSE,1:30 pm to 8:00 pm
DLAR,De La Rue PLC,GBX,GB00B3DGH821,0.5,London Stock Exchange,7:01 am to 3:30 pm
DLG,Direct Line Insurance Group PLC,GBX,GB00BY9D0Y18,0.1,London Stock Exchange,7:01 am to 3:30 pm
DLG,Dialog Semiconductor PLC,EUR,GB0059822006,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
DLN,Derwent London PLC,GBX,GB0002652740,0.01,London Stock Exchange,7:01 am to 3:30 pm
DLPH,Delphi Technologies plc,USD,JE00BD85SC56,0.1,NYSE,1:30 pm to 8:00 pm
DLPN,"Dolphin Entertainment, Inc.",USD,US25686H1005,0.1,NASDAQ,1:30 pm to 8:00 pm
DLR,Digital Realty Trust Inc.,USD,US2538681030,0.001,NYSE,1:30 pm to 8:00 pm
DLTR,Dollar Tree,USD,US2567461080,0.01,NASDAQ,1:30 pm to 8:00 pm
DMGT,Daily Mail & General Trust PLC,GBX,GB00BJQZC279,0.1,London Stock Exchange,7:01 am to 3:30 pm
DMRC,Digimarc Corporation,USD,US25381B1017,2,NASDAQ,1:30 pm to 8:00 pm
DMTK,"DermTech, Inc.",USD,US24984K1051,1,NASDAQ,1:30 pm to 8:00 pm
DMYT,"dMY Technology Group, Inc.",USD,US2332531035,0.1,NYSE,1:30 pm to 8:00 pm
DNB,"Dun & Bradstreet Holdings, Inc.",USD,US26484T1060,1,NYSE,1:30 pm to 8:00 pm
DNKN,"Dunkin Brands Group, Inc.",USD,US2655041000,1,NASDAQ,1:30 pm to 8:00 pm
DNLI,"Denali Therapeutics, Inc.",USD,US24823R1059,0.01,NASDAQ,1:30 pm to 8:00 pm
DNLM,Dunelm Group PLC,GBX,GB00B1CKQ739,0.1,London Stock Exchange,7:01 am to 3:30 pm
DNN,Denison Mines Corp.,USD,CA2483561072,2,NYSE,1:30 pm to 8:00 pm
DNOW,"Now, Inc.",USD,US67011P1003,0.1,NYSE,1:30 pm to 8:00 pm
DO,Diamond Offshore Drilling,USD,US25271C1027,1,NYSE,1:30 pm to 8:00 pm
DOC,Physicians Realty Trust,USD,US71943U1043,0.1,NYSE,1:30 pm to 8:00 pm
DOCU,"DocuSign, Inc.",USD,US2561631068,0.001,NASDAQ,1:30 pm to 8:00 pm
DOM,Domino's Pizza Group PLC,GBX,GB00BYN59130,0.1,London Stock Exchange,7:01 am to 3:30 pm
DOMO,DOMO Inc,USD,US2575541055,0.01,NASDAQ,1:30 pm to 8:00 pm
DOTD,Dotdigital Group plc,GBX,GB00B3W40C23,1,LSE AIM,7:01 am to 3:30 pm
DOV,Dover Corp.,USD,US2600031080,0.01,NYSE,1:30 pm to 8:00 pm
DOW,Dow Inc.,USD,US2605571031,0.01,NYSE,1:30 pm to 8:00 pm
DOYU,DouYu International Holdings ADR,USD,US25985W1053,0.1,NON-ISA NASDAQ,1:30 pm to 8:00 pm
DPH,Dechra Pharmaceuticals PLC,GBX,GB0009633180,2,London Stock Exchange,7:01 am to 3:30 pm
DPHC,DiamondPeak Holdings Corp,USD,US25280H1005,0.1,NASDAQ,1:30 pm to 8:00 pm
DPLM,Diploma PLC,GBX,GB0001826634,0.01,London Stock Exchange,7:01 am to 3:30 pm
DPP,DP Poland plc,GBX,GB00B3Q74M51,10,LSE AIM,7:01 am to 3:30 pm
DPW,Deutsche Post AG,EUR,DE0005552004,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
DPZ,"Domino's Pizza, Inc.",USD,US25754A2015,0.001,NYSE,1:30 pm to 8:00 pm
DRD,DRDGOLD Limited,USD,US26152H3012,0.01,NYSE,1:30 pm to 8:00 pm
DRDR,iShares Healthcare Innovation UCITS ETF USD - Acc,GBX,IE00BYZK4776,1,London Stock Exchange,7:01 am to 3:30 pm
DRE,Duke Realty Corporation,USD,US2644115055,1,NYSE,1:30 pm to 8:00 pm
DRI,Darden Restaurants,USD,US2371941053,0.01,NYSE,1:30 pm to 8:00 pm
DRI,Drillisch AG,EUR,DE0005545503,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
DRNA,"Dicerna Pharmaceuticals, Inc.",USD,US2530311081,1,NASDAQ,1:30 pm to 8:00 pm
DRQ,"Dril-Quip, Inc.",USD,US2620371045,1,NYSE,1:30 pm to 8:00 pm
DRW3,Draegerwerk AG & Co KGaA,EUR,DE0005550636,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
DRW8,Draegerwerk AG & Co KGaA,EUR,DE0005550602,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
DRX,Drax Group PLC,GBX,GB00B1VNSX38,0.1,London Stock Exchange,7:01 am to 3:30 pm
DSGX,"Descartes Systems Group, Inc.",USD,CA2499061083,1,NASDAQ,1:30 pm to 8:00 pm
DSM,Koninklijke DSM NV,EUR,NL0000009827,0.001,Euronext Netherlands,7:00 am to 3:30 pm
DSPG,"DSP Group, Inc.",USD,US23332B1061,2,NASDAQ,1:30 pm to 8:00 pm
DSS,Document Security Systems Inc.,USD,US25614T3095,1,NYSE,1:30 pm to 8:00 pm
DSY,Dassault Systemes SE,EUR,FR0000130650,0.001,Euronext Paris,7:00 am to 3:30 pm
DTE,Deutsche Telekom AG,EUR,DE0005557508,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
DTE,DTE Energy Co.,USD,US2333311072,2,NYSE,1:30 pm to 8:00 pm
DTIL,"Precision BioSciences, Inc.",USD,US74019P1084,0.1,NASDAQ,1:30 pm to 8:00 pm
DTY,Dignity PLC,GBX,GB00BRB37M78,0.1,London Stock Exchange,7:01 am to 3:30 pm
DUE,Duerr AG,EUR,DE0005565204,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
DUFN,Dufry AG,CHF,CH0023405456,0.01,SIX Swiss,7:00 am to 3:30 pm
DUK,Duke Energy Corporation,USD,US26441C2044,0.01,NYSE,1:30 pm to 8:00 pm
DUST,Direxion Daily Gold Miners Bear 3x,USD,US25490K1337,2,NYSE,1:30 pm to 8:00 pm
DVA,DaVita Inc.,USD,US23918K1088,2,NYSE,1:30 pm to 8:00 pm
DVAX,Dynavax Technologies Corp.,USD,US2681582019,0.1,NASDAQ,1:30 pm to 8:00 pm
DVN,Devon Energy Corp.,USD,US25179M1036,0.01,NYSE,1:30 pm to 8:00 pm
DVO,Devro PLC,GBX,GB0002670437,0.5,London Stock Exchange,7:01 am to 3:30 pm
DWNI,Deutsche Wohnen AG,EUR,DE000A0HN5C6,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
DX,"Dynex Capital, Inc.",USD,US26817Q8868,0.01,NYSE,1:30 pm to 8:00 pm
DX2J,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,EUR,LU0322253906,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
DXC,DXC Technology Company,USD,US23355L1061,0.01,NYSE,1:30 pm to 8:00 pm
DXCM,"DexCom, Inc.",USD,US2521311074,0.001,NASDAQ,1:30 pm to 8:00 pm
DXJ,WisdomTree Japan Hedged Equity Fund,USD,US97717W8516,2,NYSE,1:30 pm to 8:00 pm
DYN,Dyne Therapeutics Inc.,USD,US26818M1080,0.1,NASDAQ,1:30 pm to 8:00 pm
DYNT,Dynatronics Corporation,USD,US2681574016,1,NASDAQ,1:30 pm to 8:00 pm
EA,Electronic Arts,USD,US2855121099,0.1,NASDAQ,1:30 pm to 8:00 pm
EAF,GrafTech International Ltd,USD,US3843135084,0.1,NYSE,1:30 pm to 8:00 pm
EAT,"Brinker International, Inc.",USD,US1096411004,1,NYSE,1:30 pm to 8:00 pm
EB,"Eventbrite, Inc Class A",USD,US29975E1091,0.1,NYSE,1:30 pm to 8:00 pm
EBAY,eBay Inc.,USD,US2786421030,0.01,NASDAQ,1:30 pm to 8:00 pm
EBIX,"Ebix, Inc.",USD,US2787152063,0.01,NASDAQ,1:30 pm to 8:00 pm
EBON,Ebang International Holdings Inc.,USD,KYG3R33A1063,0.1,NASDAQ,1:30 pm to 8:00 pm
EBRb,Centrais Electricas Brasileiras SA ADR,USD,US15234Q1085,1,NYSE,1:30 pm to 8:00 pm
ECAR,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),USD,IE00BGL86Z12,0.1,London Stock Exchange,7:01 am to 3:30 pm
ECL,Ecolab Inc.,USD,US2788651006,0.001,NYSE,1:30 pm to 8:00 pm
ECM,Electrocomponents PLC,GBX,GB0003096442,0.1,London Stock Exchange,7:01 am to 3:30 pm
ECMPA,Eurocommercial Properties NV,EUR,NL0000288876,0.1,Euronext Netherlands,7:00 am to 3:30 pm
ECOM,ChannelAdvisor Corporation,USD,US1591791009,0.01,NYSE,1:30 pm to 8:00 pm
ECOR,"ElectroCore, Inc.",USD,US28531P1030,0.5,NASDAQ,1:30 pm to 8:00 pm
ECPG,"Encore Capital Group, Inc.",USD,US2925541029,1,NASDAQ,1:30 pm to 8:00 pm
ED,Consolidated Edison,USD,US2091151041,0.01,NYSE,1:30 pm to 8:00 pm
EDEN,Edenred SA,EUR,FR0010908533,0.01,Euronext Paris,7:00 am to 3:30 pm
EDG2,iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),GBP,IE00BHZPJ239,1,London Stock Exchange,7:01 am to 3:30 pm
EDIT,"Editas Medicine, Inc.",USD,US28106W1036,0.01,NASDAQ,1:30 pm to 8:00 pm
EDM4,iShares MSCI EMU ESG Enhanced UCITS ETF EUR (Acc),EUR,IE00BHZPJ015,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
EDM6,iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Acc),EUR,IE00BHZPJ783,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
EDMW,iShares MSCI World ESG Enhanced EUR UCITS ETF USD (Acc),EUR,IE00BHZPJ569,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
EDSA,"Edesa Biotech, Inc.",USD,CA27966L1085,0.1,NASDAQ,1:30 pm to 8:00 pm
EDTK,Skillful Craftsman Education Technology Limited,USD,KYG8211A1085,0.1,NASDAQ,1:30 pm to 8:00 pm
EDU,"New Oriental Education & Technology Group, Inc.",USD,US6475811070,1,NON-ISA NYSE,1:30 pm to 8:00 pm
EEM,iShares MSCI Emerging Markets ETF,USD,US4642872349,2,NYSE,1:30 pm to 8:00 pm
EEWD,iShares MSCI World ESG Enhanced USD UCITS ETF USD (Dist),USD,IE00BG11HV38,1,London Stock Exchange,7:01 am to 3:30 pm
EEWG,iShares MSCI World ESG Enhanced GBP UCITS ETF USD (Dist),GBP,IE00BG11HV38,0.1,London Stock Exchange,7:01 am to 3:30 pm
EEX,"Emerald Holding, Inc.",USD,US29103W1045,1,NYSE,1:30 pm to 8:00 pm
EFC,"Ellington Financial, Inc.",USD,US28852N1090,0.1,NYSE,1:30 pm to 8:00 pm
